Unnamed: 0,heading,latitude,longitude,traceid,sampledate,speed
53530,280.0,53.56029166666667,10.061896666666666,7sVJKTTiR52hurPotVGacw,2024-07-12 05:34:59,34.0
53574,281.0,53.56075611,10.05845806,WsDklkq4RKm6bHAbKlNgw,2024-07-12 05:39:52,37.0
53584,280.0,53.56086086,10.05751004,WsDklkq4RKm6bHAbKlNgw,2024-07-12 05:40:02,18.0
53594,277.0,53.56090973,10.05696,WsDklkq4RKm6bHAbKlNgw,2024-07-12 05:40:12,12.0
53604,275.0,53.56096482,10.05616947,WsDklkq4RKm6bHAbKlNgw,2024-07-12 05:40:22,30.0
53641,273.0,53.5612115,10.04949631,WsDklkq4RKm6bHAbKlNgw,2024-07-12 05:40:59,31.0
53651,273.0,53.56125582,10.04828654,WsDklkq4RKm6bHAbKlNgw,2024-07-12 05:41:09,33.0
53661,7.0,53.56169749,10.04782576,WsDklkq4RKm6bHAbKlNgw,2024-07-12 05:41:19,32.0
53739,268.0,53.56092567463043,10.058312507346002,DzpLKRwCThM8hX4zLDwZA,2024-07-12 03:39:23,6.0
53749,279.0,53.560762656847466,10.057881879951196,DzpLKRwCThM8hX4zLDwZA,2024-07-12 03:39:33,29.0
53767,275.0,53.560955202036155,10.055525518170002,DzpLKRwCThM8hX4zLDwZA,2024-07-12 03:39:56,11.0
53812,79.0,53.5609899,10.0446099,AgjiL4tRRVaGnUuKsx6ePw,2024-07-12 05:05:53,36.0
53840,93.0,53.560939899999994,10.0523499,AgjiL4tRRVaGnUuKsx6ePw,2024-07-12 05:06:47,3.0
53850,94.0,53.560929900000005,10.0526399,AgjiL4tRRVaGnUuKsx6ePw,2024-07-12 05:07:27,21.0
53889,101.0,53.56041990000001,10.0598499,AgjiL4tRRVaGnUuKsx6ePw,2024-07-12 05:08:06,33.0
53919,281.0,53.55208332,10.04977275,rGxkSHXQSD1xVKKKHOIg,2024-07-12 03:44:48,8.0
53929,281.0,53.55213468,10.04941556,rGxkSHXQSD1xVKKKHOIg,2024-07-12 03:45:06,18.0
53967,285.0,53.55461617824942,10.0611913443023,8JVAr0hDRFyZfaq8hs06g,2024-07-12 05:49:54,39.0
54068,281.0,53.55203405871686,10.050191634275013,EkTRWzXRAqfOZ9xHJj1g,2024-07-12 03:57:01,8.0
54078,281.0,53.55209580361036,10.049645503429812,EkTRWzXRAqfOZ9xHJj1g,2024-07-12 03:57:11,26.0
54170,88.0,53.560871666666664,10.053431666666668,fcLq5xoqR6ilJWK4hLIpA,2024-07-12 03:50:06,28.0
54180,93.0,53.56083,10.054703333333332,fcLq5xoqR6ilJWK4hLIpA,2024-07-12 03:50:16,19.0
54190,93.0,53.560793333333336,10.05576,fcLq5xoqR6ilJWK4hLIpA,2024-07-12 03:50:33,39.0
54223,100.0,53.56020333333333,10.061455,fcLq5xoqR6ilJWK4hLIpA,2024-07-12 03:51:16,27.0
54317,343.0,53.55584187944367,10.04492836593596,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:44:26,3.0
54327,274.0,53.55585230923246,10.044940343955924,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:44:42,1.0
54337,84.0,53.55586130619661,10.045198181376715,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:44:52,6.0
54347,86.0,53.55584772719779,10.04544160107962,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:45:02,4.0
54357,87.0,53.55588180295947,10.045695415192412,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:45:12,5.0
54367,102.0,53.555869881115605,10.04585593835339,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:45:22,4.0
54377,148.0,53.55585013013813,10.045974182346628,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:45:32,1.0
54387,165.0,53.55584605052541,10.045984217331345,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:45:42,1.0
54397,165.0,53.55581968845852,10.046050149546096,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:45:52,0.0
54407,0.0,53.555828977232274,10.046134704591706,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:46:08,1.0
54417,246.0,53.555870363013334,10.046115340248878,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:47:01,0.0
54427,8.0,53.55583111716715,10.046097366095672,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:47:29,1.0
54437,340.0,53.55583546581249,10.046056105096229,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:47:50,0.0
54447,12.0,53.55579077070768,10.046025608803149,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:48:07,0.0
54457,258.0,53.55584942450627,10.04601888998484,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:48:34,3.0
54467,262.0,53.555850511711846,10.045856652253164,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:48:59,3.0
54477,2.0,53.55586265282427,10.045774683823016,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:49:22,1.0
54487,269.0,53.55583429585294,10.045608006408346,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:49:35,3.0
54497,271.0,53.55582571978443,10.045457003046849,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:49:45,3.0
54507,268.0,53.55584043160877,10.045280166767748,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:49:59,4.0
54517,275.0,53.55581796622866,10.04510888146531,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:50:09,3.0
54527,299.0,53.555819806456746,10.045018953272482,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:50:19,1.0
54537,277.0,53.55580777131832,10.044942159463725,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:50:49,2.0
54547,277.0,53.55580680315812,10.044816817954445,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:51:03,0.0
54557,289.0,53.555833157243306,10.044626473823236,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:51:15,2.0
54567,323.0,53.55590705154552,10.044536182502377,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:51:25,3.0
54577,246.0,53.555904914104055,10.044398116865604,50J7rKXYRQumKzXknNlH2w,2024-07-12 02:51:36,2.0
54587,287.0,53.56030305381864,10.061858268454673,BYCpw1wTTM2PSYQuOOQQSA,2024-07-12 03:30:17,1.0
54621,269.0,53.56093077454716,10.056124711409211,BYCpw1wTTM2PSYQuOOQQSA,2024-07-12 03:30:57,27.0
54631,271.0,53.56098416727036,10.054803304374218,BYCpw1wTTM2PSYQuOOQQSA,2024-07-12 03:31:07,39.0
54714,107.0,53.55529718,10.05007743,xVtw23ZURVSWAEVx2PyxmA,2024-07-12 05:26:34,24.0
54724,193.0,53.55483941,10.05033604,xVtw23ZURVSWAEVx2PyxmA,2024-07-12 05:26:44,34.0
54734,198.0,53.55406236,10.04996546,xVtw23ZURVSWAEVx2PyxmA,2024-07-12 05:26:54,30.0
54744,199.0,53.55321017,10.04947475,xVtw23ZURVSWAEVx2PyxmA,2024-07-12 05:27:04,38.0
54756,201.0,53.55225929,10.04890841,xVtw23ZURVSWAEVx2PyxmA,2024-07-12 05:27:16,14.0
54766,101.0,53.55204477,10.04932554,xVtw23ZURVSWAEVx2PyxmA,2024-07-12 05:27:26,31.0
54891,84.0,53.56115165603434,10.04630406389311,A8BSdg9HToOcj1Bgag3Sg,2024-07-12 05:19:42,27.0
54901,90.0,53.56115365689767,10.04737426301723,A8BSdg9HToOcj1Bgag3Sg,2024-07-12 05:19:52,35.0
54932,93.0,53.56093398295735,10.052460139843475,A8BSdg9HToOcj1Bgag3Sg,2024-07-12 05:20:23,3.0
54942,93.0,53.56089212640543,10.053394922901964,A8BSdg9HToOcj1Bgag3Sg,2024-07-12 05:21:00,36.0
54981,101.0,53.56045418894063,10.0596449326812,A8BSdg9HToOcj1Bgag3Sg,2024-07-12 05:21:39,0.0
54991,101.0,53.560349996140936,10.060528989474864,A8BSdg9HToOcj1Bgag3Sg,2024-07-12 05:21:49,34.0
55001,101.0,53.560163206138455,10.062053875796147,A8BSdg9HToOcj1Bgag3Sg,2024-07-12 05:21:59,35.0
55123,284.0,53.560929391533136,10.056438110768797,zHeqYcEeQBKhyI0Yobt8xg,2024-07-12 04:32:33,11.0
55136,276.0,53.56104485224933,10.054744882509112,zHeqYcEeQBKhyI0Yobt8xg,2024-07-12 04:32:46,39.0
55170,274.0,53.56127468403429,10.048705218359828,zHeqYcEeQBKhyI0Yobt8xg,2024-07-12 04:33:20,37.0
55181,10.0,53.56172043364495,10.04778714850545,zHeqYcEeQBKhyI0Yobt8xg,2024-07-12 04:33:31,35.0
55197,316.0,53.562052,10.047736,NkaKiPIwQRutjrlVZT96w,2024-07-12 04:37:13,22.0
55258,282.0,53.56034712,10.06157088,XjotL2uhQ86gMSaWhsgPQ,2024-07-12 04:13:34,30.0
55285,277.0,53.56089861,10.05713393,XjotL2uhQ86gMSaWhsgPQ,2024-07-12 04:14:01,32.0
55295,275.0,53.56092964,10.05657851,XjotL2uhQ86gMSaWhsgPQ,2024-07-12 04:14:34,3.0
55305,273.0,53.5609801,10.05562572,XjotL2uhQ86gMSaWhsgPQ,2024-07-12 04:14:44,30.0
55315,274.0,53.56103362,10.05421663,XjotL2uhQ86gMSaWhsgPQ,2024-07-12 04:14:54,38.0
55391,101.0,53.55230786256072,10.04707400753005,KCtISPG8RHt8Pl1cqSKNA,2024-07-12 00:39:16,33.0
55401,281.0,53.55247155344925,10.046430944854729,KCtISPG8RHt8Pl1cqSKNA,2024-07-12 00:39:26,36.0
55411,187.0,53.55224767054339,10.045847728944205,KCtISPG8RHt8Pl1cqSKNA,2024-07-12 00:39:36,17.0
55421,28.0,53.55217881980828,10.046219842465106,KCtISPG8RHt8Pl1cqSKNA,2024-07-12 00:39:46,9.0
55431,99.0,53.55237836391455,10.04663072235296,KCtISPG8RHt8Pl1cqSKNA,2024-07-12 00:39:56,24.0
55497,94.0,53.5608175004158,10.054977339574872,tRPyCtoSyG9ZTj5l9PnxQ,2024-07-12 02:15:44,34.0
55529,207.0,53.55738068802819,10.053319030011249,tRPyCtoSyG9ZTj5l9PnxQ,2024-07-12 02:16:16,29.0
55563,97.0,53.555320501016034,10.056780296639706,tRPyCtoSyG9ZTj5l9PnxQ,2024-07-12 02:16:50,33.0
55573,148.0,53.555119259767146,10.05748174785915,tRPyCtoSyG9ZTj5l9PnxQ,2024-07-12 02:18:00,2.0
55583,178.0,53.554631281384594,10.057497884529727,tRPyCtoSyG9ZTj5l9PnxQ,2024-07-12 02:18:10,30.0
55593,167.0,53.553797272045514,10.057719321340212,tRPyCtoSyG9ZTj5l9PnxQ,2024-07-12 02:18:20,33.0
55603,167.0,53.55298005114567,10.058041165522267,tRPyCtoSyG9ZTj5l9PnxQ,2024-07-12 02:18:30,32.0
55613,167.0,53.55221506913146,10.058320268993567,tRPyCtoSyG9ZTj5l9PnxQ,2024-07-12 02:18:40,28.0
55637,281.0,53.560690521265144,10.058939102613396,LKfGBILOSFGDroicKFeY4A,2024-07-12 04:50:37,36.0
55658,273.0,53.560971120316154,10.055448780898969,LKfGBILOSFGDroicKFeY4A,2024-07-12 04:50:58,29.0
55668,18.0,53.561643974446234,10.055747334669752,LKfGBILOSFGDroicKFeY4A,2024-07-12 04:51:08,37.0
55695,55.0,53.55830734023925,10.046690781646737,Zl4ozhMSa6p8xR6RScsA,2024-07-12 05:31:19,31.0
55705,55.0,53.55842148888121,10.046911435385804,Zl4ozhMSa6p8xR6RScsA,2024-07-12 05:31:29,1.0
55715,2.0,53.55878829268086,10.047244530205791,Zl4ozhMSa6p8xR6RScsA,2024-07-12 05:31:39,23.0
55725,6.0,53.55932148449031,10.047300032850616,Zl4ozhMSa6p8xR6RScsA,2024-07-12 05:31:49,14.0
55735,5.0,53.55978783660819,10.04735946837139,Zl4ozhMSa6p8xR6RScsA,2024-07-12 05:31:59,19.0
55745,5.0,53.5602462410377,10.047440972006234,Zl4ozhMSa6p8xR6RScsA,2024-07-12 05:32:09,9.0
55755,5.0,53.56037941063006,10.04745786399743,Zl4ozhMSa6p8xR6RScsA,2024-07-12 05:32:22,3.0
55765,5.0,53.560478042035555,10.047469644486608,Zl4ozhMSa6p8xR6RScsA,2024-07-12 05:32:32,8.0
55775,5.0,53.56084950601178,10.047528385466784,Zl4ozhMSa6p8xR6RScsA,2024-07-12 05:32:42,6.0
55785,11.0,53.561158186678355,10.047602731711995,Zl4ozhMSa6p8xR6RScsA,2024-07-12 05:33:52,36.0
55966,55.0,53.558906571430605,10.048074562450354,x1C8dACmQfecFLwA9fxnA,2024-07-12 03:39:03,39.0
55987,56.0,53.56007189761242,10.050995546928617,x1C8dACmQfecFLwA9fxnA,2024-07-12 03:39:24,38.0
55997,56.0,53.56048045909378,10.052104046609584,x1C8dACmQfecFLwA9fxnA,2024-07-12 03:39:34,22.0
56007,67.0,53.560884714196995,10.053210539722857,x1C8dACmQfecFLwA9fxnA,2024-07-12 03:39:44,32.0
56017,94.0,53.56092755686963,10.0544062619939,x1C8dACmQfecFLwA9fxnA,2024-07-12 03:39:54,20.0
56027,95.0,53.56088256926953,10.05494529360577,x1C8dACmQfecFLwA9fxnA,2024-07-12 03:40:45,14.0
56037,17.0,53.56129416549419,10.05555190739392,x1C8dACmQfecFLwA9fxnA,2024-07-12 03:40:55,35.0
56047,18.0,53.562204962931,10.056040593702631,x1C8dACmQfecFLwA9fxnA,2024-07-12 03:41:05,39.0
56178,198.0,53.56112653666267,10.055348229158655,Gu5O884MSA2hdh56Jgcd1g,2024-07-12 05:12:32,26.0
56188,273.0,53.560948143300344,10.054922046790722,Gu5O884MSA2hdh56Jgcd1g,2024-07-12 05:12:42,27.0
56198,273.0,53.56096110775426,10.053749834515973,Gu5O884MSA2hdh56Jgcd1g,2024-07-12 05:12:52,24.0
56208,235.0,53.560720187135175,10.052599880672178,Gu5O884MSA2hdh56Jgcd1g,2024-07-12 05:13:02,35.0
56233,235.0,53.55937689738001,10.049058117860492,Gu5O884MSA2hdh56Jgcd1g,2024-07-12 05:13:27,39.0
56243,235.0,53.55898346143543,10.048091095366704,Gu5O884MSA2hdh56Jgcd1g,2024-07-12 05:13:37,19.0
56253,237.0,53.558810160601254,10.047686350511183,Gu5O884MSA2hdh56Jgcd1g,2024-07-12 05:14:40,21.0
56310,280.0,53.555317532909264,10.057001510205954,yqsJgVbQUiFmuSWss2mmw,2024-07-12 05:05:17,31.0
56343,9.0,53.55686668940036,10.053271088427458,yqsJgVbQUiFmuSWss2mmw,2024-07-12 05:05:50,26.0
56353,14.0,53.55746533890532,10.053459688013552,yqsJgVbQUiFmuSWss2mmw,2024-07-12 05:06:00,30.0
56378,18.0,53.55981716240459,10.054735359629188,yqsJgVbQUiFmuSWss2mmw,2024-07-12 05:06:25,14.0
56388,18.0,53.56005526804944,10.054872381704778,yqsJgVbQUiFmuSWss2mmw,2024-07-12 05:06:51,20.0
56398,18.0,53.56044610000105,10.055076182311176,yqsJgVbQUiFmuSWss2mmw,2024-07-12 05:07:01,5.0
56408,18.0,53.56072284159814,10.055247442053297,yqsJgVbQUiFmuSWss2mmw,2024-07-12 05:08:06,13.0
56472,154.0,53.558013333333335,10.0473,DcGmXqUORUWWC4FH2apinw,2024-07-12 05:37:10,12.0
56492,284.0,53.560401666666664,10.061445,H8yo299SkOK2QuITNyGxA,2024-07-12 01:27:28,26.0
56576,84.0,53.56119305,10.04630077,ILb3J0b3Qd6WNd2HccHWA,2024-07-12 03:57:06,37.0
56608,104.0,53.56092639,10.05239127,ILb3J0b3Qd6WNd2HccHWA,2024-07-12 03:57:38,13.0
56618,93.0,53.56089603,10.05292887,ILb3J0b3Qd6WNd2HccHWA,2024-07-12 03:58:27,25.0
56634,58.0,53.56092069,10.0553607,ILb3J0b3Qd6WNd2HccHWA,2024-07-12 03:58:43,24.0
56644,17.0,53.56158396,10.05573007,ILb3J0b3Qd6WNd2HccHWA,2024-07-12 03:58:53,35.0
56659,3.0,53.55231849476695,10.046144714578986,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:10:01,3.0
56669,62.0,53.55237775482237,10.046027787029743,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:10:24,4.0
56679,79.0,53.552332408726215,10.046068020164968,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:10:34,1.0
56689,79.0,53.55237964075059,10.04600909538567,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:11:03,1.0
56699,79.0,53.552375701256096,10.045989900827408,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:11:21,0.0
56709,79.0,53.552386933006346,10.046043964102864,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:11:31,2.0
56719,79.0,53.55240327771753,10.045984033495188,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:11:46,2.0
56729,351.0,53.55242838151753,10.04589082673192,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:11:57,3.0
56739,6.0,53.55235369876027,10.04595335572958,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:13:23,0.0
56749,6.0,53.55229196604341,10.046067517250776,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:14:02,2.0
56759,6.0,53.55231103487313,10.04600951448083,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:14:31,1.0
56769,284.0,53.55233907233924,10.045855287462471,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:15:02,10.0
56779,292.0,53.55236828327179,10.045834248885512,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:15:13,1.0
56789,292.0,53.55235256720334,10.046002473682163,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:15:30,0.0
56799,93.0,53.55231354944408,10.046136500313878,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:15:49,1.0
56809,145.0,53.55225286446512,10.046164328232408,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:16:03,0.0
56819,145.0,53.55228228494525,10.046067433431745,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:16:43,0.0
56829,145.0,53.552279812283814,10.046046478673816,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:16:55,0.0
56839,145.0,53.55229691136629,10.046040611341596,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:17:13,3.0
56849,145.0,53.55233358219266,10.045987218618391,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:17:23,1.0
56859,342.0,53.552325032651424,10.045982608571649,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:17:37,0.0
56869,342.0,53.55226862244308,10.04601638764143,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:17:52,2.0
56879,223.0,53.55225575622171,10.046011693775654,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:18:02,1.0
56889,223.0,53.55224008206278,10.046071037650108,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:18:18,0.0
56899,223.0,53.55223312508315,10.046009765937924,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:18:30,2.0
56909,223.0,53.552241758443415,10.045930221676826,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:18:41,2.0
56919,135.0,53.55227780062705,10.045997779816387,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:18:51,0.0
56929,145.0,53.55232499074191,10.046031391248109,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:19:10,0.0
56939,145.0,53.55238110758364,10.04596165381372,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:19:35,1.0
56949,145.0,53.55240834876895,10.045964755117891,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:20:16,1.0
56959,145.0,53.552410821430385,10.045992331579328,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:20:26,1.0
56969,145.0,53.55234632268548,10.045926701277494,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:20:43,1.0
56979,145.0,53.552329475060105,10.045849001035094,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:21:02,1.0
56989,231.0,53.55232905596495,10.045892000198364,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:21:12,1.0
56999,231.0,53.55234615504742,10.04592745564878,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:21:24,0.0
57009,231.0,53.55235843453556,10.04597439430654,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:21:41,0.0
57019,231.0,53.55236786417663,10.04593282006681,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:22:08,1.0
57029,231.0,53.552350932732224,10.045966682955624,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:22:21,3.0
57039,86.0,53.55234904680401,10.045931646600366,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:22:32,1.0
57049,86.0,53.552355081774294,10.045921755954623,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:22:42,2.0
57059,354.0,53.552357302978635,10.045929551124573,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:22:52,1.0
57069,36.0,53.55234783142805,10.04598755389452,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:23:11,1.0
57079,108.0,53.55235277675092,10.046010185033085,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:23:23,1.0
57089,263.0,53.55234573595226,10.045992247760296,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:23:33,0.0
57099,163.0,53.5523186204955,10.046019656583669,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:23:50,2.0
57109,277.0,53.55232821777463,10.045929970219731,JApYFkFqQquhei4ZylA5vQ,2024-07-12 05:24:01,0.0
57159,12.0,53.55494414301096,10.050402238818046,rD36x4L6SV27rSZyMhUA,2024-07-12 04:03:14,1.0
57169,268.0,53.55539785879779,10.05007899262738,rD36x4L6SV27rSZyMhUA,2024-07-12 04:03:32,37.0
57210,55.0,53.558085177534174,10.04615499031534,rD36x4L6SV27rSZyMhUA,2024-07-12 04:05:30,19.0
57220,56.0,53.55822816054507,10.046473273878323,rD36x4L6SV27rSZyMhUA,2024-07-12 04:05:40,19.0
57230,51.0,53.558557199050966,10.047192282598523,rD36x4L6SV27rSZyMhUA,2024-07-12 04:05:50,12.0
57240,4.0,53.55888896506027,10.047244981012698,rD36x4L6SV27rSZyMhUA,2024-07-12 04:06:00,30.0
57250,1.0,53.55928926775399,10.047298929571898,rD36x4L6SV27rSZyMhUA,2024-07-12 04:06:10,18.0
57260,5.0,53.560051014279814,10.0474151072373,rD36x4L6SV27rSZyMhUA,2024-07-12 04:06:20,32.0
57270,5.0,53.560738877473355,10.047559308046832,rD36x4L6SV27rSZyMhUA,2024-07-12 04:06:30,15.0
57280,9.0,53.56107578596538,10.04764012427949,rD36x4L6SV27rSZyMhUA,2024-07-12 04:06:55,29.0
57290,6.0,53.56184635683857,10.047819767329814,rD36x4L6SV27rSZyMhUA,2024-07-12 04:07:06,24.0
57300,310.0,53.56237172883291,10.047128521101255,rD36x4L6SV27rSZyMhUA,2024-07-12 04:07:16,31.0
57322,234.0,53.5592802,10.0488076,LQOknnhCQPKfEYO7VGvPQ,2024-07-12 04:24:02,34.0
57332,235.0,53.558939300000006,10.0479789,LQOknnhCQPKfEYO7VGvPQ,2024-07-12 04:24:12,13.0
57342,237.0,53.55880600000001,10.0476623,LQOknnhCQPKfEYO7VGvPQ,2024-07-12 04:25:12,20.0
57428,58.0,53.56075621848216,10.052867736818268,Zu5skCmlS1Gsraq0HfpdYQ,2024-07-12 04:51:34,4.0
57438,90.0,53.56090907308471,10.053513641608502,Zu5skCmlS1Gsraq0HfpdYQ,2024-07-12 04:51:52,27.0
57448,93.0,53.560882327707105,10.054579013313298,Zu5skCmlS1Gsraq0HfpdYQ,2024-07-12 04:52:02,15.0
57458,94.0,53.56087181305357,10.054962016116528,Zu5skCmlS1Gsraq0HfpdYQ,2024-07-12 04:52:50,6.0
57468,16.0,53.560988947103006,10.05540817612561,Zu5skCmlS1Gsraq0HfpdYQ,2024-07-12 04:54:14,28.0
57533,198.0,53.561457387417065,10.055588978519472,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:41:04,11.0
57543,198.0,53.56068134592126,10.055106808516584,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:41:14,37.0
57562,198.0,53.55882492672327,10.05407836051047,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:41:33,34.0
57578,194.0,53.55749807732815,10.053385256885385,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:41:49,19.0
57588,160.0,53.557015676998454,10.053222522184276,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:41:59,22.0
57598,174.0,53.5561809048348,10.05315810758475,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:42:09,34.0
57608,114.0,53.55553703082917,10.053985578171718,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:42:19,34.0
57618,96.0,53.555407257390705,10.055431529302767,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:42:29,34.0
57628,97.0,53.55531987064875,10.05662976015766,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:42:39,24.0
57638,97.0,53.555307513134665,10.057010899670606,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:43:11,5.0
57653,167.0,53.554261307783825,10.057513021794032,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:43:26,38.0
57663,267.0,53.554027148670635,10.056898720259388,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:43:36,27.0
57673,216.0,53.553931973963934,10.055862588967225,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:43:46,20.0
57683,204.0,53.55374348736426,10.055736118012897,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:43:56,0.0
57693,205.0,53.55365009171952,10.055665724931073,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:44:06,14.0
57703,207.0,53.55295057907848,10.0550670777891,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:44:16,15.0
57713,204.0,53.552839307406245,10.0549681488796,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:44:26,9.0
57723,206.0,53.55210404661975,10.054358667903925,nPgzrCejRsOCWD6VsJbVg,2024-07-12 04:44:36,35.0
57733,359.0,53.55639266666667,10.051137916666669,vKkqhqnrTyOaFNNPumc5Q,2024-07-12 05:41:54,4.0
57743,288.0,53.55638503333333,10.051122666666666,vKkqhqnrTyOaFNNPumc5Q,2024-07-12 05:42:04,3.0
57753,351.0,53.556438449999995,10.050715449999998,vKkqhqnrTyOaFNNPumc5Q,2024-07-12 05:42:14,13.0
57763,17.0,53.55697631666667,10.050753599999998,vKkqhqnrTyOaFNNPumc5Q,2024-07-12 05:42:24,21.0
57773,5.0,53.55741501666666,10.050842283333331,vKkqhqnrTyOaFNNPumc5Q,2024-07-12 05:42:34,1.0
57783,96.0,53.5575447,10.051128383333332,vKkqhqnrTyOaFNNPumc5Q,2024-07-12 05:42:48,12.0
57793,99.0,53.5574646,10.052075383333332,vKkqhqnrTyOaFNNPumc5Q,2024-07-12 05:42:58,22.0
57803,100.0,53.557434083333334,10.0522747,vKkqhqnrTyOaFNNPumc5Q,2024-07-12 05:43:13,2.0
57813,111.0,53.55737304999999,10.052564616666665,vKkqhqnrTyOaFNNPumc5Q,2024-07-12 05:43:39,13.0
57823,114.0,53.557315833333334,10.05277825,vKkqhqnrTyOaFNNPumc5Q,2024-07-12 05:43:49,4.0
57833,114.0,53.55727768333333,10.052917483333331,vKkqhqnrTyOaFNNPumc5Q,2024-07-12 05:44:16,4.0
57843,111.0,53.55724335,10.05304145,vKkqhqnrTyOaFNNPumc5Q,2024-07-12 05:44:52,3.0
57853,155.0,53.55717849999999,10.0531168,vKkqhqnrTyOaFNNPumc5Q,2024-07-12 05:45:08,2.0
57863,93.0,53.55711746666666,10.053620333333331,vKkqhqnrTyOaFNNPumc5Q,2024-07-12 05:45:18,36.0
